tmc_code,measurement_tstamp,speed,average_speed,reference_speed,travel_time_minutes,confidence_score,cvalue
110P04131,6/27/13 17:45,12.6,22,47,2.05,30,100
110P04645,6/27/13 17:45,62.73,41,61,0.77,30,87.07
110N04161,6/27/13 17:45,29.8,43,47,0.05,30,86.2
110N04131,6/27/13 17:45,18.4,32,52,1.32,30,92.93
110P04161,6/27/13 17:45,30.4,34,42,0.04,30,99.07
110-05754,6/27/13 17:45,28.27,27,36,0.47,30,92.6
110N04645,6/27/13 17:45,22.4,50,62,1.64,30,85.13
110+04131,6/27/13 17:45,18.6,23,47,0.02,30,100
110+05755,6/27/13 17:45,10,18,34,1.32,30,100
110+05757,6/27/13 17:45,30.2,35,38,0.88,30,100
110-10237,6/27/13 17:45,28.67,29,32,0.12,20.67,6.67
110+04303,6/27/13 17:45,12.47,36,60,0.41,30,63.73
110+04614,6/27/13 17:45,12.6,18,62,0.69,30,100
110-04614,6/27/13 17:45,48.47,27,64,0.21,30,79.67
110-05756,6/27/13 17:45,33.87,37,38,0.8,30,92
110+10238,6/27/13 17:45,28,28,32,0.13,20,0
110-04614,6/27/13 18:00,34.2,29,64,0.29,30,100
110N04645,6/27/13 18:00,23.47,53,62,1.56,30,87.4
110N04161,6/27/13 18:00,42.33,41,47,0.03,30,99.47
110-10237,6/27/13 18:00,28,28,32,0.13,20,0
110P04131,6/27/13 18:00,23.73,24,47,1.09,30,100
110+04303,6/27/13 18:00,21.07,37,60,0.24,30,89.47
110-05754,6/27/13 18:00,32.73,24,36,0.4,30,100
110+05755,6/27/13 18:00,11.07,12,34,1.19,30,100
110P04161,6/27/13 18:00,38.53,29,42,0.03,30,84.87
110+05757,6/27/13 18:00,32.53,34,38,0.82,30,100
110N04131,6/27/13 18:00,22.33,31,52,1.09,30,99.47
110+10238,6/27/13 18:00,23.8,23,32,0.15,24,33.33
110P04645,6/27/13 18:00,61.67,44,61,0.78,30,100
110+04131,6/27/13 18:00,21.93,24,47,0.02,30,100
110+04614,6/27/13 18:00,14.6,18,62,0.59,30,100
110-05756,6/27/13 18:00,36,36,38,0.75,28,80
110+05757,6/27/13 18:15,35.4,34,38,0.75,30,100
110N04645,6/27/13 18:15,25.67,53,62,1.43,30,74.6
110-10237,6/27/13 18:15,28,28,32,0.13,27.33,73.33
110N04131,6/27/13 18:15,15.6,31,52,1.56,30,85.33
110+04131,6/27/13 18:15,20.6,24,47,0.02,30,100
110P04645,6/27/13 18:15,61.53,44,61,0.78,30,100
110P04131,6/27/13 18:15,25.8,24,47,1,30,100
110P04161,6/27/13 18:15,37.47,29,42,0.03,30,95.4
110+05755,6/27/13 18:15,10.87,12,34,1.22,30,96.13
110-05756,6/27/13 18:15,35.47,36,38,0.76,25.33,53.33
110N04161,6/27/13 18:15,42.67,41,47,0.03,30,92.27
110+04303,6/27/13 18:15,26.87,37,60,0.19,30,99.87
110-04614,6/27/13 18:15,30.8,29,64,0.32,30,100
110+04614,6/27/13 18:15,15.6,18,62,0.55,30,100
110-05754,6/27/13 18:15,27.8,24,36,0.48,30,100
110+10238,6/27/13 18:15,24.33,23,32,0.15,26.67,66.67
110N04131,6/27/13 18:30,20.2,31,52,1.21,30,98.8
110+05757,6/27/13 18:30,33.8,34,38,0.79,28.67,86.67
110N04161,6/27/13 18:30,38.6,41,47,0.04,30,92.2
110P04161,6/27/13 18:30,38.07,29,42,0.03,30,100
110+04131,6/27/13 18:30,33.33,24,47,0.01,30,93.33
110-05756,6/27/13 18:30,34.2,36,38,0.79,30,100
110P04645,6/27/13 18:30,64.47,44,61,0.75,30,100
110-10237,6/27/13 18:30,28.4,28,32,0.13,26,60
110-05754,6/27/13 18:30,32.2,24,36,0.41,30,100
110+10238,6/27/13 18:30,23,23,32,0.16,20,0
110+05755,6/27/13 18:30,17.87,12,34,0.74,30,73.4
110-04614,6/27/13 18:30,35.6,29,64,0.28,30,100
110N04645,6/27/13 18:30,24.67,53,62,1.49,30,92.8
110P04131,6/27/13 18:30,41.27,24,47,0.63,30,75.13
110+04614,6/27/13 18:30,15.87,18,62,0.54,30,96
110+04303,6/27/13 18:30,52.13,37,60,0.1,30,100
110-10237,6/27/13 18:45,27.33,28,32,0.13,23.33,33.33
110+04131,6/27/13 18:45,40.2,24,47,0.01,30,100
110-05754,6/27/13 18:45,34.13,24,36,0.39,30,100
110P04131,6/27/13 18:45,45.07,24,47,0.57,30,100
110+05755,6/27/13 18:45,17,12,34,0.78,30,93.47
110P04161,6/27/13 18:45,26.53,29,42,0.05,30,40.53
110+10238,6/27/13 18:45,24.8,23,32,0.14,26,60
110+05757,6/27/13 18:45,34.27,34,38,0.78,22.67,26.67
110+04303,6/27/13 18:45,58.6,37,60,0.09,30,100
110N04131,6/27/13 18:45,24.27,31,52,1,30,99.47
110+04614,6/27/13 18:45,22,18,62,0.39,30,100
110-04614,6/27/13 18:45,39.87,29,64,0.25,30,100
110P04645,6/27/13 18:45,63.27,44,61,0.76,30,100
110-05756,6/27/13 18:45,35.73,36,38,0.75,30,100
110N04645,6/27/13 18:45,32.53,53,62,1.13,30,97.67
110N04161,6/27/13 18:45,44.4,41,47,0.03,30,100
110N04161,6/27/13 19:00,43,42,47,0.03,30,87.87
110N04131,6/27/13 19:00,35.13,39,52,0.69,30,98.73
110N04645,6/27/13 19:00,31.6,53,62,1.16,30,89.47
110+04614,6/27/13 19:00,21.33,31,62,0.4,30,100
110+05757,6/27/13 19:00,33.07,35,38,0.81,30,91.6
110-05754,6/27/13 19:00,35.8,29,36,0.37,30,100
110P04161,6/27/13 19:00,38.07,36,42,0.03,30,100
110+05755,6/27/13 19:00,24,18,34,0.55,30,64.4
110+10238,6/27/13 19:00,26,25,32,0.14,26,60
110P04645,6/27/13 19:00,63.4,57,61,0.76,30,100
110-05756,6/27/13 19:00,37.53,35,38,0.72,30,100
110-04614,6/27/13 19:00,56.07,39,64,0.18,30,100
110+04131,6/27/13 19:00,45.47,33,47,0.01,30,78.13
110-10237,6/27/13 19:00,26.8,29,32,0.13,27.33,73.33
110+04303,6/27/13 19:00,54.87,50,60,0.09,30,100
110P04131,6/27/13 19:00,46.53,36,47,0.56,30,90.8
110+04303,6/27/13 19:15,55.6,50,60,0.09,30,100
110+04614,6/27/13 19:15,18.67,31,62,0.46,30,100
110-05754,6/27/13 19:15,35.4,29,36,0.37,30,100
110+05757,6/27/13 19:15,35,35,38,0.76,27.33,73.33
110+10238,6/27/13 19:15,25,25,32,0.14,20,0
110P04645,6/27/13 19:15,63.27,57,61,0.76,30,100
110N04131,6/27/13 19:15,43,39,52,0.57,30,100
110-05756,6/27/13 19:15,34.8,35,38,0.77,30,93.6
110N04645,6/27/13 19:15,41.87,53,62,0.88,30,70.2
110P04131,6/27/13 19:15,49,36,47,0.53,30,100
110+04131,6/27/13 19:15,51,33,47,0.01,30,80.07
110-04614,6/27/13 19:15,56.73,39,64,0.18,30,100
110P04161,6/27/13 19:15,41.27,36,42,0.03,30,100
110-10237,6/27/13 19:15,29,29,32,0.12,20,0
110+05755,6/27/13 19:15,31.93,18,34,0.41,30,74.87
110N04161,6/27/13 19:15,41.13,42,47,0.03,30,100
110P04131,6/27/13 19:30,48.2,36,47,0.54,30,100
110+04303,6/27/13 19:30,58.87,50,60,0.09,30,100
110-04614,6/27/13 19:30,62.33,39,64,0.16,30,100
110N04645,6/27/13 19:30,58.53,53,62,0.63,30,58.93
110-05754,6/27/13 19:30,36.27,29,36,0.36,30,90.73
110+05757,6/27/13 19:30,35,35,38,0.76,20,0
110+10238,6/27/13 19:30,25,25,32,0.14,20,0
110-05756,6/27/13 19:30,34.87,35,38,0.77,28,80
110P04645,6/27/13 19:30,63.67,57,61,0.75,30,100
110N04161,6/27/13 19:30,46.47,42,47,0.03,30,100
110+04131,6/27/13 19:30,54.47,33,47,0.01,30,66.2
110+05755,6/27/13 19:30,29.33,18,34,0.45,30,89.27
110P04161,6/27/13 19:30,43.93,36,42,0.03,30,84.93
110+04614,6/27/13 19:30,20.6,31,62,0.42,30,100
110N04131,6/27/13 19:30,33.47,39,52,0.73,30,82
110-10237,6/27/13 19:30,29,29,32,0.12,20,0
110-05756,6/27/13 19:45,35.33,35,38,0.76,23.33,33.33
110+04131,6/27/13 19:45,51.2,33,47,0.01,30,83.67
110+05757,6/27/13 19:45,37.33,35,38,0.71,23.33,33.33
110+10238,6/27/13 19:45,25,25,32,0.14,20,0
110N04131,6/27/13 19:45,42.27,39,52,0.58,30,96.33
110-04614,6/27/13 19:45,66.2,39,64,0.15,30,100
110+04614,6/27/13 19:45,21.07,31,62,0.41,30,99.8
110+04303,6/27/13 19:45,58.6,50,60,0.09,30,100
110P04131,6/27/13 19:45,48.27,36,47,0.54,30,83.73
110+05755,6/27/13 19:45,25.27,18,34,0.52,30,100
110P04161,6/27/13 19:45,40.47,36,42,0.03,30,100
110N04161,6/27/13 19:45,45,42,47,0.03,30,100
110-05754,6/27/13 19:45,34.67,29,36,0.38,30,100
110N04645,6/27/13 19:45,60.53,53,62,0.61,30,75.93
110P04645,6/27/13 19:45,64.53,57,61,0.74,30,100
110-10237,6/27/13 19:45,29,29,32,0.12,20,0
110+05755,6/27/13 20:00,32.47,28,34,0.41,30,100
110+04303,6/27/13 20:00,68.87,56,60,0.07,30,100
110-05756,6/27/13 20:00,35.2,35,38,0.77,30,100
110P04645,6/27/13 20:00,62.6,60,61,0.77,30,100
110N04161,6/27/13 20:00,44.8,46,47,0.03,26,60
110P04161,6/27/13 20:00,41.73,38,42,0.03,30,100
110-10237,6/27/13 20:00,32,32,32,0.11,20,0
110+05757,6/27/13 20:00,41.6,36,38,0.64,29.33,93.33
110P04131,6/27/13 20:00,51.67,44,47,0.5,30,69.53
110+10238,6/27/13 20:00,28,28,32,0.13,20,0
110N04645,6/27/13 20:00,66.33,58,62,0.55,30,54.53
110+04614,6/27/13 20:00,36.53,51,62,0.24,30,88.87
110-04614,6/27/13 20:00,64.2,59,64,0.16,30,100
110+04131,6/27/13 20:00,54.2,40,47,0.01,30,59.07
110N04131,6/27/13 20:00,35.73,49,52,0.68,30,79.2
110-05754,6/27/13 20:00,32.27,31,36,0.41,30,100
110+04131,6/27/13 20:15,48.73,40,47,0.01,30,85.73
110-05756,6/27/13 20:15,34.2,35,38,0.79,28,80
110N04161,6/27/13 20:15,44,46,47,0.03,25.33,53.33
110+04614,6/27/13 20:15,69.2,51,62,0.12,30,100
110-10237,6/27/13 20:15,32,32,32,0.11,20,0
110N04645,6/27/13 20:15,63.33,58,62,0.58,30,82.47
110+05757,6/27/13 20:15,36.47,36,38,0.73,24.67,46.67
110-05754,6/27/13 20:15,35,31,36,0.38,30,100
110+10238,6/27/13 20:15,28,28,32,0.13,20,0
110P04131,6/27/13 20:15,47.47,44,47,0.55,30,100
110N04131,6/27/13 20:15,46.6,49,52,0.52,30,88.53
110-04614,6/27/13 20:15,66.07,59,64,0.15,30,100
110+04303,6/27/13 20:15,59.6,56,60,0.09,24,38.47
110P04645,6/27/13 20:15,62.8,60,61,0.76,30,100
110P04161,6/27/13 20:15,39.67,38,42,0.03,30,100
110+05755,6/27/13 20:15,33.67,28,34,0.39,30,100
110+04303,6/27/13 20:30,59,56,60,0.09,30,100
110+04614,6/27/13 20:30,63.6,51,62,0.14,30,100
110+04131,6/27/13 20:30,48.33,40,47,0.01,30,89.33
110P04161,6/27/13 20:30,39.47,38,42,0.03,30,100
110+05755,6/27/13 20:30,30.73,28,34,0.43,30,100
110-10237,6/27/13 20:30,31.6,32,32,0.11,22,20
110N04131,6/27/13 20:30,46.13,49,52,0.53,30,99.73
110N04161,6/27/13 20:30,43.93,46,47,0.03,30,100
110P04645,6/27/13 20:30,63.53,60,61,0.76,30,100
110-05756,6/27/13 20:30,35.2,35,38,0.77,30,100
110+10238,6/27/13 20:30,28,28,32,0.13,20,0
110N04645,6/27/13 20:30,62.53,58,62,0.59,30,99.87
110+05757,6/27/13 20:30,36.6,36,38,0.73,26,60
110P04131,6/27/13 20:30,47.87,44,47,0.54,30,100
110-05754,6/27/13 20:30,35.13,31,36,0.38,30,92.47
110-04614,6/27/13 20:30,65.13,59,64,0.15,30,100
110P04131,6/27/13 20:45,46.13,44,47,0.56,30,83.07
110+10238,6/27/13 20:45,28,28,32,0.13,20,0
110+05757,6/27/13 20:45,36,36,38,0.74,20,0
110N04161,6/27/13 20:45,45.47,46,47,0.03,27.33,73.33
110P04645,6/27/13 20:45,62.27,60,61,0.77,30,100
110+05755,6/27/13 20:45,27.93,28,34,0.47,30,93.73
110+04303,6/27/13 20:45,59.27,56,60,0.09,30,100
110-05756,6/27/13 20:45,35.13,35,38,0.77,30,100
110-05754,6/27/13 20:45,37,31,36,0.36,30,83
110N04645,6/27/13 20:45,60.4,58,62,0.61,30,100
110+04131,6/27/13 20:45,43.4,40,47,0.01,25.33,29.93
110N04131,6/27/13 20:45,46.87,49,52,0.52,30,100
110+04614,6/27/13 20:45,70.4,51,62,0.12,30,100
110-10237,6/27/13 20:45,30,32,32,0.12,30,100
110P04161,6/27/13 20:45,40.13,38,42,0.03,30,99.4
110-04614,6/27/13 20:45,65.27,59,64,0.15,30,100
110-05756,6/27/13 21:00,37.33,36,38,0.72,28.67,85.8
110-05754,6/27/13 21:00,32,30,36,0.41,30,100
110+05757,6/27/13 21:00,36,36,38,0.74,20,0
110N04131,6/27/13 21:00,46.27,50,52,0.53,30,100
110+05755,6/27/13 21:00,29.93,28,34,0.44,30,100
110P04645,6/27/13 21:00,57.73,60,61,0.83,30,100
110P04161,6/27/13 21:00,41.13,38,42,0.03,30,99.4
110N04161,6/27/13 21:00,46,46,47,0.03,30,100
110+10238,6/27/13 21:00,28,28,32,0.13,20,0
110-10237,6/27/13 21:00,26.27,26,32,0.14,20.67,6.67
110N04645,6/27/13 21:00,59.6,58,62,0.62,30,100
110+04131,6/27/13 21:00,52,39,47,0.01,30,67.2
110+04303,6/27/13 21:00,59,57,60,0.09,30,100
110-04614,6/27/13 21:00,62.87,62,64,0.16,30,100
110+04614,6/27/13 21:00,64.07,59,62,0.13,30,100
110P04131,6/27/13 21:00,50.2,44,47,0.52,30,82.4
110-05754,6/27/13 21:15,35.87,30,36,0.37,30,94.4
110P04645,6/27/13 21:15,61.2,60,61,0.78,30,100
110-05756,6/27/13 21:15,35.13,36,38,0.77,30,100
110N04131,6/27/13 21:15,45,50,52,0.54,30,90.2
110P04161,6/27/13 21:15,41,38,42,0.03,30,100
110N04645,6/27/13 21:15,62.13,58,62,0.59,30,95.8
110+10238,6/27/13 21:15,28,28,32,0.13,20,0
110-04614,6/27/13 21:15,63.73,62,64,0.16,30,100
110+04131,6/27/13 21:15,43.47,39,47,0.01,30,99.6
110P04131,6/27/13 21:15,45.27,44,47,0.57,30,100
110+05757,6/27/13 21:15,36,36,38,0.74,20,0
110+05755,6/27/13 21:15,29.13,28,34,0.45,30,100
110+04614,6/27/13 21:15,57.13,59,62,0.15,30,100
110-10237,6/27/13 21:15,26,26,32,0.14,20,0
110N04161,6/27/13 21:15,46,46,47,0.03,20.67,6.67
110+04303,6/27/13 21:15,57.93,57,60,0.09,24.67,46.67
110-05754,6/27/13 21:30,33,30,36,0.4,30,100
110+05757,6/27/13 21:30,36,36,38,0.74,20,0
110-10237,6/27/13 21:30,27,26,32,0.13,23.33,33.33
110P04131,6/27/13 21:30,42.27,44,47,0.61,30,100
110+05755,6/27/13 21:30,29.27,28,34,0.45,30,100
110P04161,6/27/13 21:30,39.8,38,42,0.03,30,100
110N04161,6/27/13 21:30,44,46,47,0.03,26.67,66.67
110+04131,6/27/13 21:30,32.67,39,47,0.01,30,62
110+04614,6/27/13 21:30,58.33,59,62,0.15,30,100
110+04303,6/27/13 21:30,57.6,57,60,0.09,22,20
110N04131,6/27/13 21:30,46.53,50,52,0.52,30,100
110P04645,6/27/13 21:30,63.2,60,61,0.76,30,100
110N04645,6/27/13 21:30,52.47,58,62,0.7,30,54.47
110-04614,6/27/13 21:30,61.33,62,64,0.16,30,100
110-05756,6/27/13 21:30,31.73,36,38,0.85,30,100
110+10238,6/27/13 21:30,28,28,32,0.13,20,0
110P04131,6/27/13 21:45,45.47,44,47,0.57,30,100
110P04161,6/27/13 21:45,42,38,42,0.03,30,100
110-04614,6/27/13 21:45,61.6,62,64,0.16,30,100
110P04645,6/27/13 21:45,62.4,60,61,0.77,30,100
110-10237,6/27/13 21:45,28.8,26,32,0.12,29.33,93.33
110+10238,6/27/13 21:45,28,28,32,0.13,20,0
110-05754,6/27/13 21:45,34.73,30,36,0.38,30,100
110+05757,6/27/13 21:45,36,36,38,0.74,20,0
110N04645,6/27/13 21:45,61.8,58,62,0.59,30,100
110+05755,6/27/13 21:45,30.67,28,34,0.43,30,100
110+04131,6/27/13 21:45,42.13,39,47,0.01,30,84.27
110+04614,6/27/13 21:45,48.2,59,62,0.18,30,42.2
110N04161,6/27/13 21:45,44.27,46,47,0.03,30,100
110N04131,6/27/13 21:45,50.93,50,52,0.48,30,100
110-05756,6/27/13 21:45,36.8,36,38,0.73,30,100
110+04303,6/27/13 21:45,58.8,57,60,0.09,30,100
110N04161,6/27/13 22:00,46.73,47,47,0.03,12.67,13.33
110+04303,6/27/13 22:00,58.13,60,60,0.09,19.33,42.53
110P04131,6/27/13 22:00,45.53,47,47,0.57,30,96.27
110-10237,6/27/13 22:00,32,32,32,0.11,10,0
110-04614,6/27/13 22:00,60,64,64,0.17,26,70.73
110-05754,6/27/13 22:00,35.4,36,36,0.37,30,97.8
110+05757,6/27/13 22:00,38,38,38,0.7,18,40
110+10238,6/27/13 22:00,32,32,32,0.11,10,0
110N04645,6/27/13 22:00,61.4,62,62,0.6,30,95.67
110+04131,6/27/13 22:00,43.47,47,47,0.01,30,80.07
110-05756,6/27/13 22:00,37.87,38,38,0.71,12.67,13.33
110N04131,6/27/13 22:00,52.87,52,52,0.46,16.67,20.6
110P04645,6/27/13 22:00,61.93,61,61,0.78,30,84.93
110P04161,6/27/13 22:00,42,42,42,0.03,12.67,13.33
110+05755,6/27/13 22:00,29,34,34,0.46,26,64.2
110+04614,6/27/13 22:00,38.4,62,62,0.22,28.67,27.07
110N04645,6/27/13 22:15,61.33,62,62,0.6,30,91.93
110+04614,6/27/13 22:15,51.8,62,62,0.17,30,92.47
110N04131,6/27/13 22:15,47.93,52,52,0.51,26,56.53
110N04161,6/27/13 22:15,47,47,47,0.03,10,0
110P04161,6/27/13 22:15,42,42,42,0.03,10,0
110+04303,6/27/13 22:15,60,60,60,0.09,10,0
110-05754,6/27/13 22:15,36.93,36,36,0.36,30,93.07
110+10238,6/27/13 22:15,32,32,32,0.11,10,0
110+05757,6/27/13 22:15,38,38,38,0.7,26,80
110-04614,6/27/13 22:15,59.67,64,64,0.17,30,97.6
110-05756,6/27/13 22:15,38,38,38,0.71,10,0
110+05755,6/27/13 22:15,30.8,34,34,0.43,26,75.93
110P04131,6/27/13 22:15,45,47,47,0.58,30,98.13
110P04645,6/27/13 22:15,61.87,61,61,0.78,30,96.93
110-10237,6/27/13 22:15,32,32,32,0.11,10,0
110+04131,6/27/13 22:15,41.87,47,47,0.01,30,89.53
110P04161,6/27/13 22:30,42,42,42,0.03,10,0
110+05757,6/27/13 22:30,38,38,38,0.7,10,0
110-04614,6/27/13 22:30,61,64,64,0.16,30,96.33
110N04161,6/27/13 22:30,47,47,47,0.03,10,0
110P04645,6/27/13 22:30,63.73,61,61,0.75,30,94.8
110+04303,6/27/13 22:30,60,60,60,0.09,10,0
110+04614,6/27/13 22:30,56.47,62,62,0.15,30,53
110N04645,6/27/13 22:30,62.73,62,62,0.58,24.67,70.53
110N04131,6/27/13 22:30,48.87,52,52,0.5,30,88.27
110P04131,6/27/13 22:30,48.27,47,47,0.54,30,67.33
110-10237,6/27/13 22:30,32,32,32,0.11,10,0
110-05756,6/27/13 22:30,38,38,38,0.71,10,0
110+10238,6/27/13 22:30,32,32,32,0.11,10,0
110+04131,6/27/13 22:30,46.87,47,47,0.01,30,69.53
110-05754,6/27/13 22:30,34.47,36,36,0.38,30,92.4
110+05755,6/27/13 22:30,32.13,34,34,0.41,28.67,87.67
110-05756,6/27/13 22:45,38,38,38,0.71,10,0
110P04645,6/27/13 22:45,62.47,61,61,0.77,30,98.6
110+10238,6/27/13 22:45,32,32,32,0.11,10,0
110+04614,6/27/13 22:45,58.07,62,62,0.15,30,79.67
110-10237,6/27/13 22:45,32,32,32,0.11,10,0
110-05754,6/27/13 22:45,36,36,36,0.37,23.33,59.47
110N04645,6/27/13 22:45,58.27,62,62,0.63,18,26.73
110P04161,6/27/13 22:45,40.8,42,42,0.03,22,59.73
110+05755,6/27/13 22:45,28.4,34,34,0.47,28.67,79.27
110N04161,6/27/13 22:45,42.67,47,47,0.03,24.67,64
110+05757,6/27/13 22:45,38,38,38,0.7,10,0
110+04131,6/27/13 22:45,49,47,47,0.01,24.67,59.47
110P04131,6/27/13 22:45,49.33,47,47,0.52,30,73.33
110+04303,6/27/13 22:45,60,60,60,0.09,10,0
110N04131,6/27/13 22:45,50.4,52,52,0.48,30,88.87
110-04614,6/27/13 22:45,62.87,64,64,0.16,30,89.4
110N04161,6/27/13 23:00,42.8,47,47,0.03,19.33,41.33
110-05756,6/27/13 23:00,38,38,38,0.71,10,0
110P04645,6/27/13 23:00,63.47,61,61,0.76,30,98.73
110+04131,6/27/13 23:00,43.33,47,47,0.01,30,92.07
110N04645,6/27/13 23:00,60.2,62,62,0.61,30,90.33
110+10238,6/27/13 23:00,32,32,32,0.11,10,0
110-05754,6/27/13 23:00,38.27,36,36,0.35,30,90.53
110+05757,6/27/13 23:00,38,38,38,0.7,10,0
110-04614,6/27/13 23:00,65.47,64,64,0.15,30,75.93
110P04131,6/27/13 23:00,45.4,47,47,0.57,30,88.27
110+04303,6/27/13 23:00,60,60,60,0.09,10,0
110-10237,6/27/13 23:00,32,32,32,0.11,10,0
110N04131,6/27/13 23:00,47.87,52,52,0.51,30,91.47
110+04614,6/27/13 23:00,61,62,62,0.14,30,76.8
110P04161,6/27/13 23:00,39.53,42,42,0.03,26,78.4
110+05755,6/27/13 23:00,32.47,34,34,0.41,30,92.33
110+04131,6/27/13 23:15,46.33,47,47,0.01,30,84.27
110-04614,6/27/13 23:15,63.47,64,64,0.16,30,98.2
110+04614,6/27/13 23:15,57.93,62,62,0.15,30,97.47
110N04161,6/27/13 23:15,47,47,47,0.03,10,0
110-05756,6/27/13 23:15,38.27,38,38,0.7,15.33,26.67
110+04303,6/27/13 23:15,60,60,60,0.09,10,0
110P04645,6/27/13 23:15,61.53,61,61,0.78,30,93.73
110-05754,6/27/13 23:15,35.73,36,36,0.37,30,98.4
110-10237,6/27/13 23:15,32,32,32,0.11,10,0
110+05757,6/27/13 23:15,38,38,38,0.7,10,0
110P04161,6/27/13 23:15,40.47,42,42,0.03,30,97.6
110N04645,6/27/13 23:15,59.33,62,62,0.62,23.33,58
110N04131,6/27/13 23:15,47.93,52,52,0.51,30,95.6
110+10238,6/27/13 23:15,32,32,32,0.11,10,0
110+05755,6/27/13 23:15,33.87,34,34,0.39,30,87.73
110P04131,6/27/13 23:15,48.4,47,47,0.53,30,96.8
110-05756,6/27/13 23:30,38,38,38,0.71,20.67,49.93
110N04161,6/27/13 23:30,47,47,47,0.03,10,0
110+05757,6/27/13 23:30,38,38,38,0.7,10,0
110-05754,6/27/13 23:30,35.2,36,36,0.38,30,91.27
110+10238,6/27/13 23:30,32,32,32,0.11,10,0
110N04645,6/27/13 23:30,61.87,62,62,0.59,11.33,6.13
110+04614,6/27/13 23:30,61.47,62,62,0.14,30,83.2
110+04303,6/27/13 23:30,60,60,60,0.09,10,0
110P04161,6/27/13 23:30,41.73,42,42,0.03,14,17.73
110+05755,6/27/13 23:30,30.13,34,34,0.44,30,89.33
110-04614,6/27/13 23:30,64.67,64,64,0.15,30,99
110P04131,6/27/13 23:30,45.13,47,47,0.57,30,83.53
110-10237,6/27/13 23:30,32,32,32,0.11,10,0
110N04131,6/27/13 23:30,52.47,52,52,0.46,30,77.13
110+04131,6/27/13 23:30,48.67,47,47,0.01,30,81.33
110P04645,6/27/13 23:30,62.93,61,61,0.76,30,96.73
110P04645,6/27/13 23:45,61.07,61,61,0.79,15.33,25.53
110+04614,6/27/13 23:45,62.87,62,62,0.14,30,92.07
110P04161,6/27/13 23:45,44.33,42,42,0.03,30,79.2
110P04131,6/27/13 23:45,45.47,47,47,0.57,30,95.13
110-05756,6/27/13 23:45,38,38,38,0.71,10,0
110+04131,6/27/13 23:45,48.6,47,47,0.01,30,91.47
110-04614,6/27/13 23:45,66.8,64,64,0.15,30,87.67
110N04131,6/27/13 23:45,55.4,52,52,0.44,30,58.4
110-10237,6/27/13 23:45,32,32,32,0.11,10,0
110+05757,6/27/13 23:45,37.93,38,38,0.7,11.33,0
110+10238,6/27/13 23:45,32,32,32,0.11,10,0
110+05755,6/27/13 23:45,35.93,34,34,0.37,30,78.53
110N04645,6/27/13 23:45,62.67,62,62,0.58,12.67,4.73
110+04303,6/27/13 23:45,60,60,60,0.09,10,0
110-05754,6/27/13 23:45,38.73,36,36,0.34,30,86.07
110N04161,6/27/13 23:45,47,47,47,0.03,10,0
110P04161,6/28/13 12:00,41.07,40,42,0.03,30,92.87
110+10238,6/28/13 12:00,29.4,29,32,0.12,22,20
110+04614,6/28/13 12:00,59.93,60,62,0.14,30,100
110-05754,6/28/13 12:00,37.8,30,36,0.35,30,54.33
110+05757,6/28/13 12:00,38,36,38,0.7,30,100
110N04131,6/28/13 12:00,49.6,46,52,0.49,30,100
110N04645,6/28/13 12:00,62.47,58,62,0.59,30,100
110-10237,6/28/13 12:00,23,23,32,0.16,20,0
110N04161,6/28/13 12:00,43.73,45,47,0.03,30,100
110P04131,6/28/13 12:00,43.8,35,47,0.59,30,100
110+05755,6/28/13 12:00,30.33,26,34,0.44,30,100
110-05756,6/28/13 12:00,37,37,38,0.73,30,100
110-04614,6/28/13 12:00,63.93,51,64,0.16,30,100
110P04645,6/28/13 12:00,63.27,60,61,0.76,30,100
110+04303,6/28/13 12:00,55.07,56,60,0.09,29.33,93.33
110+04131,6/28/13 12:00,48.4,31,47,0.01,30,92.6
110N04131,6/28/13 12:15,50.8,46,52,0.48,30,100
110+04614,6/28/13 12:15,57.8,60,62,0.15,30,100
110N04161,6/28/13 12:15,52.6,45,47,0.03,30,100
110-05756,6/28/13 12:15,36.6,37,38,0.74,30,100
110+04131,6/28/13 12:15,46.2,31,47,0.01,30,98.67
110P04645,6/28/13 12:15,64.4,60,61,0.75,30,100
110+10238,6/28/13 12:15,30.2,29,32,0.12,26,60
110-05754,6/28/13 12:15,34.87,30,36,0.38,30,100
110+05757,6/28/13 12:15,37.2,36,38,0.72,30,100
110N04645,6/28/13 12:15,62.53,58,62,0.59,30,98.73
110-04614,6/28/13 12:15,63.67,51,64,0.16,30,100
110P04131,6/28/13 12:15,43.73,35,47,0.59,30,100
110P04161,6/28/13 12:15,45.8,40,42,0.03,30,68.67
110+05755,6/28/13 12:15,29,26,34,0.46,30,100
110+04303,6/28/13 12:15,57.07,56,60,0.09,30,100
110-10237,6/28/13 12:15,23,23,32,0.16,20,0
110P04131,6/28/13 12:30,41.33,35,47,0.63,30,100
110+04614,6/28/13 12:30,47.33,60,62,0.18,30,100
110P04161,6/28/13 12:30,39.87,40,42,0.03,30,100
110+05755,6/28/13 12:30,19.07,26,34,0.69,30,80.2
110-10237,6/28/13 12:30,23,23,32,0.16,20,0
110N04131,6/28/13 12:30,50.13,46,52,0.49,30,100
110-04614,6/28/13 12:30,62.4,51,64,0.16,30,100
110+04303,6/28/13 12:30,55.33,56,60,0.09,30,100
110P04645,6/28/13 12:30,67.47,60,61,0.71,30,100
110-05756,6/28/13 12:30,33.73,37,38,0.8,30,82.2
